location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Singapore,SGP,23/8/2022,14642684,5131934,5083537,4371513,1560,1734,259.76,91.04,90.18,77.55,308,75,0.001
Singapore,SGP,24/8/2022,14644225,5132010,5083679,4372838,1541,1753,259.79,91.04,90.18,77.57,311,72,0.001
Singapore,SGP,25/8/2022,14645812,5132094,5083885,4374133,1587,1776,259.81,91.04,90.19,77.6,315,73,0.001
Singapore,SGP,26/8/2022,14648003,5132207,5084143,4375949,2191,1786,259.85,91.04,90.19,77.63,317,74,0.001
Singapore,SGP,27/8/2022,14650618,5132267,5084453,4378192,2615,1762,259.9,91.05,90.2,77.67,313,71,0.001
Singapore,SGP,28/8/2022,14651403,5132287,5084559,4378853,785,1748,259.91,91.05,90.2,77.68,310,70,0.001
Singapore,SGP,29/8/2022,14653184,5132356,5084747,4380368,1781,1723,259.95,91.05,90.2,77.71,306,68,0.001
Singapore,SGP,30/8/2022,14654582,5132411,5084906,4381550,1398,1700,259.97,91.05,90.21,77.73,302,68,0.001
Singapore,SGP,31/8/2022,14656154,5132485,5085102,4382847,1572,1704,260,91.05,90.21,77.75,302,68,0.001
Singapore,SGP,1/9/2022,14657952,5132605,5085366,4384262,1798,1734,260.03,91.05,90.21,77.78,308,73,0.001
Singapore,SGP,2/9/2022,14660307,5132785,5085707,4386096,2355,1758,260.07,91.05,90.22,77.81,312,83,0.001
Singapore,SGP,3/9/2022,14662463,5132887,5085976,4387879,2156,1692,260.11,91.06,90.22,77.84,300,89,0.002
Singapore,SGP,4/9/2022,14663230,5132930,5086085,4388491,767,1690,260.12,91.06,90.23,77.85,300,92,0.002
Singapore,SGP,5/9/2022,14665324,5133064,5086362,4390168,2094,1734,260.16,91.06,90.23,77.88,308,101,0.002
Singapore,SGP,6/9/2022,14667087,5133198,5086647,4391511,1763,1786,260.19,91.06,90.24,77.9,317,112,0.002
Singapore,SGP,7/9/2022,14668768,5133333,5086930,4392765,1681,1802,260.22,91.06,90.24,77.93,320,121,0.002
Singapore,SGP,8/9/2022,14670324,5133420,5087153,4394010,1556,1767,260.25,91.07,90.25,77.95,313,116,0.002
Singapore,SGP,9/9/2022,14672196,5133530,5087419,4395500,1872,1698,260.28,91.07,90.25,77.98,301,106,0.002
Singapore,SGP,10/9/2022,14673778,5133603,5087603,4396821,1582,1616,260.31,91.07,90.25,78,287,102,0.002
Singapore,SGP,11/9/2022,14674238,5133626,5087668,4397196,460,1573,260.32,91.07,90.25,78.01,279,99,0.002
Singapore,SGP,12/9/2022,14675625,5133684,5087806,4398387,1387,1472,260.34,91.07,90.26,78.03,261,89,0.002
Singapore,SGP,13/9/2022,14676840,5133738,5087922,4399433,1215,1393,260.37,91.07,90.26,78.05,247,77,0.001
Singapore,SGP,14/9/2022,14677878,5133814,5088063,4400256,1038,1301,260.38,91.07,90.26,78.06,231,69,0.001
Singapore,SGP,15/9/2022,14678927,5133902,5088201,4401076,1049,1229,260.4,91.07,90.26,78.07,218,69,0.001
Singapore,SGP,16/9/2022,14680511,5134033,5088423,4402299,1584,1188,260.43,91.08,90.27,78.1,211,72,0.001
Singapore,SGP,17/9/2022,14682100,5134132,5088609,4403603,1589,1189,260.46,91.08,90.27,78.12,211,76,0.001
Singapore,SGP,18/9/2022,14682580,5134159,5088660,4404005,480,1192,260.47,91.08,90.27,78.13,211,76,0.001
Singapore,SGP,19/9/2022,14683791,5134235,5088781,4405018,1211,1167,260.49,91.08,90.27,78.14,207,79,0.001
Singapore,SGP,20/9/2022,14684723,5134286,5088897,4405781,932,1126,260.5,91.08,90.28,78.16,200,78,0.001
Singapore,SGP,21/9/2022,14685653,5134356,5089043,4406495,930,1111,260.52,91.08,90.28,78.17,197,77,0.001
Singapore,SGP,22/9/2022,14686586,5134417,5089167,4407244,933,1094,260.54,91.08,90.28,78.18,194,74,0.001
Singapore,SGP,23/9/2022,14688011,5134517,5089346,4408383,1425,1071,260.56,91.09,90.28,78.2,190,69,0.001
Singapore,SGP,24/9/2022,14689662,5134584,5089542,4409771,1651,1080,260.59,91.09,90.29,78.23,192,65,0.001
Singapore,SGP,25/9/2022,14690204,5134607,5089610,4410225,542,1089,260.6,91.09,90.29,78.24,193,64,0.001
Singapore,SGP,26/9/2022,14691335,5134667,5089720,4411184,1131,1078,260.62,91.09,90.29,78.25,191,62,0.001
Singapore,SGP,27/9/2022,14692308,5134737,5089842,4411967,973,1084,260.64,91.09,90.29,78.27,192,64,0.001
Singapore,SGP,28/9/2022,14693335,5134815,5089965,4412789,1027,1097,260.66,91.09,90.3,78.28,195,66,0.001
Singapore,SGP,29/9/2022,14694299,5134879,5090071,4413577,964,1102,260.67,91.09,90.3,78.3,195,66,0.001
Singapore,SGP,30/9/2022,14695667,5135008,5090265,4414621,1368,1094,260.7,91.09,90.3,78.31,194,70,0.001
Singapore,SGP,1/10/2022,14696983,5135079,5090410,4415718,1316,1046,260.72,91.1,90.3,78.33,186,71,0.001
Singapore,SGP,2/10/2022,14697428,5135115,5090465,4416069,445,1032,260.73,91.1,90.3,78.34,183,73,0.001
Singapore,SGP,3/10/2022,14698484,5135183,5090569,4416951,1056,1021,260.75,91.1,90.31,78.36,181,74,0.001
Singapore,SGP,4/10/2022,14699428,5135234,5090671,4417738,944,1017,260.77,91.1,90.31,78.37,180,71,0.001
Singapore,SGP,5/10/2022,14700521,5135308,5090788,4418636,1093,1027,260.79,91.1,90.31,78.39,182,70,0.001
Singapore,SGP,6/10/2022,14701528,5135388,5090922,4419421,1007,1033,260.8,91.1,90.31,78.4,183,73,0.001
Singapore,SGP,7/10/2022,14703194,5135564,5091167,4420659,1666,1075,260.83,91.1,90.32,78.42,191,79,0.001
Singapore,SGP,8/10/2022,14704663,5135648,5091329,4421876,1469,1097,260.86,91.11,90.32,78.44,195,81,0.001
Singapore,SGP,9/10/2022,14705066,5135677,5091398,4422179,403,1091,260.87,91.11,90.32,78.45,194,80,0.001
Singapore,SGP,10/10/2022,14706260,5135745,5091518,4423183,1194,1111,260.89,91.11,90.32,78.47,197,80,0.001
Singapore,SGP,11/10/2022,14707365,5135798,5091617,4424136,1105,1134,260.91,91.11,90.32,78.48,201,81,0.001
Singapore,SGP,12/10/2022,14708472,5135896,5091742,4425019,1107,1136,260.93,91.11,90.33,78.5,202,84,0.001
Singapore,SGP,13/10/2022,14709538,5135996,5091868,4425857,1066,1144,260.95,91.11,90.33,78.51,203,87,0.002
Singapore,SGP,14/10/2022,14711018,5136136,5092065,4426999,1480,1118,260.97,91.11,90.33,78.53,198,82,0.001
Singapore,SGP,15/10/2022,14712510,5136232,5092253,4428200,1492,1121,261,91.12,90.34,78.56,199,83,0.001
Singapore,SGP,16/10/2022,14712894,5136269,5092313,4428486,384,1118,261,91.12,90.34,78.56,198,85,0.002
Singapore,SGP,17/10/2022,14714448,5136385,5092505,4429725,1554,1170,261.03,91.12,90.34,78.58,208,91,0.002
Singapore,SGP,18/10/2022,14715723,5136459,5092675,4430757,1275,1194,261.05,91.12,90.34,78.6,212,94,0.002
Singapore,SGP,19/10/2022,14717066,5136566,5092819,4431847,1343,1228,261.08,91.12,90.35,78.62,218,96,0.002
Singapore,SGP,20/10/2022,14718493,5136672,5092973,4433010,1427,1279,261.1,91.12,90.35,78.64,227,97,0.002
Singapore,SGP,21/10/2022,14720575,5136818,5093171,4434742,2082,1365,261.14,91.13,90.35,78.67,242,97,0.002
Singapore,SGP,22/10/2022,14722614,5136913,5093337,4436519,2039,1443,261.18,91.13,90.36,78.7,256,97,0.002
Singapore,SGP,23/10/2022,14723374,5136945,5093387,4437196,760,1497,261.19,91.13,90.36,78.72,266,97,0.002
Singapore,SGP,24/10/2022,14723790,5136952,5093419,4437573,416,1335,261.2,91.13,90.36,78.72,237,81,0.001
Singapore,SGP,25/10/2022,14727569,5137637,5093804,4440289,3779,1692,261.27,91.14,90.36,78.77,300,168,0.003
Singapore,SGP,26/10/2022,,5138012,5094076,,,,,91.15,90.37,,,207,0.004
Singapore,SGP,27/10/2022,,5138357,5094319,,,,,91.15,90.37,,,241,0.004
Singapore,SGP,28/10/2022,,5138945,5094779,,,,,91.16,90.38,,,304,0.005
Singapore,SGP,29/10/2022,,5139715,5095297,,,,,91.18,90.39,,,400,0.007
Singapore,SGP,30/10/2022,,5139736,5095346,,,,,91.18,90.39,,,399,0.007
Singapore,SGP,31/10/2022,,5140303,5095762,,,,,91.19,90.4,,,479,0.008
Singapore,SGP,1/11/2022,,5140626,5096083,,,,,91.19,90.4,,,427,0.008
Singapore,SGP,2/11/2022,,5140918,5096389,,,,,91.2,90.41,,,415,0.007
Singapore,SGP,3/11/2022,,5141233,5096761,,,,,91.2,90.42,,,411,0.007
Singapore,SGP,4/11/2022,,5142111,5097347,,,,,91.22,90.43,,,452,0.008
Singapore,SGP,5/11/2022,,5142477,5097682,,,,,91.23,90.43,,,395,0.007
Singapore,SGP,6/11/2022,,5142485,5097722,,,,,91.23,90.43,,,393,0.007
Singapore,SGP,7/11/2022,,5143034,5098254,,,,,91.24,90.44,,,390,0.007
Singapore,SGP,8/11/2022,,5143363,5098621,,,,,91.24,90.45,,,391,0.007
Singapore,SGP,9/11/2022,,5143686,5099005,,,,,91.25,90.46,,,395,0.007
Singapore,SGP,10/11/2022,,5144000,5099320,,,,,91.25,90.46,,,395,0.007
Singapore,SGP,11/11/2022,,5144812,5099911,,,,,91.27,90.47,,,386,0.007
Singapore,SGP,12/11/2022,,5145318,5100253,,,,,91.28,90.48,,,406,0.007
Singapore,SGP,13/11/2022,,5145329,5100308,,,,,91.28,90.48,,,406,0.007
Singapore,SGP,14/11/2022,,5145683,5100640,,,,,91.28,90.48,,,378,0.007
Singapore,SGP,15/11/2022,,5145958,5100949,,,,,91.29,90.49,,,371,0.007
Singapore,SGP,16/11/2022,,5146195,5101205,,,,,91.29,90.49,,,358,0.006
Singapore,SGP,17/11/2022,,5146494,5101528,,,,,91.3,90.5,,,356,0.006
Singapore,SGP,18/11/2022,,5147048,5102024,,,,,91.31,90.51,,,319,0.006
Singapore,SGP,19/11/2022,,5147589,5102510,,,,,91.32,90.52,,,324,0.006
Singapore,SGP,20/11/2022,,5147598,5102563,,,,,91.32,90.52,,,324,0.006
Singapore,SGP,21/11/2022,,5147865,5102943,,,,,91.32,90.53,,,312,0.006
Singapore,SGP,22/11/2022,,5148243,5103344,,,,,91.33,90.53,,,326,0.006
Singapore,SGP,23/11/2022,,5148508,5103677,,,,,91.33,90.54,,,330,0.006
Singapore,SGP,24/11/2022,,5148780,5103977,,,,,91.34,90.54,,,327,0.006
Singapore,SGP,25/11/2022,,5149374,5104477,,,,,91.35,90.55,,,332,0.006
Singapore,SGP,26/11/2022,,5150055,5104974,,,,,91.36,90.56,,,352,0.006
Singapore,SGP,27/11/2022,,5150065,5104998,,,,,91.36,90.56,,,352,0.006
Singapore,SGP,28/11/2022,,5150404,5105369,,,,,91.37,90.57,,,363,0.006
Singapore,SGP,29/11/2022,,5150601,5105601,,,,,91.37,90.57,,,337,0.006
Singapore,SGP,30/11/2022,,5150883,5105892,,,,,91.38,90.58,,,339,0.006
Singapore,SGP,1/12/2022,,5151095,5106108,,,,,91.38,90.58,,,331,0.006
Singapore,SGP,2/12/2022,,5151512,5106485,,,,,91.39,90.59,,,305,0.005
Singapore,SGP,3/12/2022,,5152025,5106925,,,,,91.4,90.6,,,281,0.005
Singapore,SGP,4/12/2022,,5152037,5106951,,,,,91.4,90.6,,,282,0.005
Singapore,SGP,5/12/2022,,5152328,5107261,,,,,91.4,90.6,,,275,0.005
Singapore,SGP,6/12/2022,,5152461,5107446,,,,,91.4,90.61,,,266,0.005
Singapore,SGP,7/12/2022,,5152598,5107614,,,,,91.41,90.61,,,245,0.004
Singapore,SGP,8/12/2022,,5152806,5107830,,,,,91.41,90.61,,,244,0.004
Singapore,SGP,9/12/2022,,5153178,5108164,,,,,91.42,90.62,,,238,0.004
Singapore,SGP,10/12/2022,,5153646,5108487,,,,,91.42,90.62,,,232,0.004
Singapore,SGP,11/12/2022,,5153655,5108513,,,,,91.43,90.62,,,231,0.004
Singapore,SGP,12/12/2022,,5153866,5108815,,,,,91.43,90.63,,,220,0.004
Singapore,SGP,13/12/2022,,5154025,5109103,,,,,91.43,90.63,,,223,0.004
Singapore,SGP,14/12/2022,,5154167,5109346,,,,,91.43,90.64,,,224,0.004
Singapore,SGP,15/12/2022,,5154318,5109607,,,,,91.44,90.64,,,216,0.004
Singapore,SGP,16/12/2022,,5154583,5109988,,,,,91.44,90.65,,,201,0.004
Singapore,SGP,17/12/2022,,5154914,5110504,,,,,91.45,90.66,,,181,0.003
Singapore,SGP,18/12/2022,,5154926,5110541,,,,,91.45,90.66,,,182,0.003
Singapore,SGP,19/12/2022,,5155150,5110948,,,,,91.45,90.67,,,183,0.003
Singapore,SGP,20/12/2022,,5155287,5111219,,,,,91.45,90.67,,,180,0.003
Singapore,SGP,21/12/2022,,5155434,5111499,,,,,91.46,90.68,,,181,0.003
Singapore,SGP,22/12/2022,,5155564,5111760,,,,,91.46,90.68,,,178,0.003
Singapore,SGP,23/12/2022,,5155866,5112253,,,,,91.46,90.69,,,183,0.003
Singapore,SGP,24/12/2022,,5155999,5112599,,,,,91.47,90.7,,,155,0.003
Singapore,SGP,25/12/2022,,5156005,5112613,,,,,91.47,90.7,,,154,0.003
Singapore,SGP,26/12/2022,,5156013,5112627,,,,,91.47,90.7,,,123,0.002
Singapore,SGP,27/12/2022,,5156312,5113120,,,,,91.47,90.71,,,146,0.003
Singapore,SGP,28/12/2022,,5156518,5113481,,,,,91.48,90.71,,,155,0.003
Singapore,SGP,29/12/2022,,5156698,5113837,,,,,91.48,90.72,,,162,0.003
Singapore,SGP,30/12/2022,,5157059,5114483,,,,,91.49,90.73,,,170,0.003
Singapore,SGP,31/12/2022,,5157242,5114856,,,,,91.49,90.74,,,178,0.003
Singapore,SGP,1/1/2023,,5157244,5114862,,,,,91.49,90.74,,,177,0.003
Singapore,SGP,2/1/2023,,5157249,5114870,,,,,91.49,90.74,,,177,0.003
Singapore,SGP,3/1/2023,,5157374,5115088,,,,,91.49,90.74,,,152,0.003
Singapore,SGP,4/1/2023,,5157482,5115273,,,,,91.49,90.74,,,138,0.002
Singapore,SGP,5/1/2023,,5157606,5115471,,,,,91.5,90.75,,,130,0.002
Singapore,SGP,6/1/2023,,5157889,5115952,,,,,91.5,90.76,,,119,0.002
Singapore,SGP,7/1/2023,,5158342,5116661,,,,,91.51,90.77,,,157,0.003
Singapore,SGP,8/1/2023,,5158354,5116679,,,,,91.51,90.77,,,159,0.003
Singapore,SGP,9/1/2023,,5158491,5116888,,,,,91.51,90.77,,,177,0.003
Singapore,SGP,10/1/2023,,5158598,5117052,,,,,91.51,90.78,,,175,0.003
Singapore,SGP,11/1/2023,,5158674,5117208,,,,,91.51,90.78,,,170,0.003
Singapore,SGP,12/1/2023,,5158771,5117365,,,,,91.52,90.78,,,166,0.003
Singapore,SGP,13/1/2023,,5158951,5117743,,,,,91.52,90.79,,,152,0.003
Singapore,SGP,14/1/2023,,5159266,5118391,,,,,91.52,90.8,,,132,0.002
Singapore,SGP,15/1/2023,,5159271,5118408,,,,,91.52,90.8,,,131,0.002
Singapore,SGP,16/1/2023,,5159438,5118649,,,,,91.53,90.8,,,135,0.002
Singapore,SGP,17/1/2023,,5159528,5118790,,,,,91.53,90.81,,,133,0.002
Singapore,SGP,18/1/2023,,5159595,5118942,,,,,91.53,90.81,,,132,0.002
Singapore,SGP,19/1/2023,,5159655,5119067,,,,,91.53,90.81,,,126,0.002
Singapore,SGP,20/1/2023,,5159828,5119379,,,,,91.53,90.82,,,125,0.002
Singapore,SGP,21/1/2023,,5159961,5119626,,,,,91.54,90.82,,,99,0.002
Singapore,SGP,22/1/2023,,5159963,5119630,,,,,91.54,90.82,,,99,0.002
Singapore,SGP,23/1/2023,,,,,,,,,,,,75,0.001
Singapore,SGP,24/1/2023,,5159964,5119634,,,,,91.54,90.82,,,62,0.001
Singapore,SGP,25/1/2023,,5160046,5119790,,,,,91.54,90.82,,,64,0.001
Singapore,SGP,26/1/2023,,5160106,5119906,,,,,91.54,90.83,,,64,0.001
Singapore,SGP,27/1/2023,,5160210,5120167,,,,,91.54,90.83,,,55,0.001
Singapore,SGP,28/1/2023,,5160419,5120667,,,,,91.55,90.84,,,65,0.001
Singapore,SGP,29/1/2023,,5160421,5120679,,,,,91.55,90.84,,,65,0.001
Singapore,SGP,30/1/2023,,5160495,5120842,,,,,91.55,90.84,,,76,0.001
Singapore,SGP,31/1/2023,,5160551,5120969,,,,,91.55,90.85,,,84,0.001
Thailand,THA,27/2/2021,0,0,,,,,0,0,,,,,
Thailand,THA,28/2/2021,,,,,,160,,,,,2,160,0
Thailand,THA,1/3/2021,319,319,,,,160,0,0,,,2,160,0
Thailand,THA,2/3/2021,7262,7262,,,6943,2421,0.01,0.01,,,34,2421,0.003
Thailand,THA,3/3/2021,,,,,,2639,,,,,37,2639,0.004
Thailand,THA,4/3/2021,,,,,,2770,,,,,39,2770,0.004
Thailand,THA,5/3/2021,,,,,,2858,,,,,40,2858,0.004
Thailand,THA,6/3/2021,,,,,,2920,,,,,41,2920,0.004
Thailand,THA,7/3/2021,,,,,,3368,,,,,47,3368,0.005
Thailand,THA,8/3/2021,,,,,,3816,,,,,53,3816,0.005
Thailand,THA,9/3/2021,,,,,,3295,,,,,46,3295,0.005
Thailand,THA,10/3/2021,33621,33621,,,,3295,0.05,0.05,,,46,3295,0.005
Thailand,THA,11/3/2021,,,,,,3787,,,,,53,3787,0.005
Thailand,THA,12/3/2021,,,,,,4279,,,,,60,4279,0.006
Thailand,THA,13/3/2021,53842,53842,,,,4772,0.08,0.08,,,67,4772,0.007
Thailand,THA,14/3/2021,,,,,,4927,,,,,69,4851,0.007
Thailand,THA,15/3/2021,,,,,,5082,,,,,71,4930,0.007
Thailand,THA,16/3/2021,,,,,,5238,,,,,73,5009,0.007
Thailand,THA,17/3/2021,,,,,,5393,,,,,75,5089,0.007
Thailand,THA,18/3/2021,,,,,,5056,,,,,71,4676,0.007
Thailand,THA,19/3/2021,,,,,,4719,,,,,66,4263,0.006
Thailand,THA,20/3/2021,,,,,,4383,,,,,61,3850,0.005
Thailand,THA,21/3/2021,,,,,,4383,,,,,61,3850,0.005
Thailand,THA,22/3/2021,,,,,,4383,,,,,61,3850,0.005
Thailand,THA,23/3/2021,,,,,,4383,,,,,61,3850,0.005
Thailand,THA,24/3/2021,102050,96188,5862,,,4383,0.14,0.13,0.01,,61,3850,0.005
Thailand,THA,25/3/2021,,,,,,5624,,,,,78,4615,0.006
Thailand,THA,26/3/2021,,,,,,6865,,,,,96,5380,0.008
Thailand,THA,27/3/2021,,,,,,8106,,,,,113,6144,0.009
Thailand,THA,28/3/2021,,,,,,9347,,,,,130,6909,0.01
Thailand,THA,29/3/2021,,,,,,10589,,,,,148,7674,0.011
Thailand,THA,30/3/2021,180477,151413,29064,,,11830,0.25,0.21,0.04,,165,8439,0.012
Thailand,THA,31/3/2021,,,,,,12930,,,,,180,9019,0.013
Thailand,THA,1/4/2021,204642,167235,37407,,,12789,0.29,0.23,0.05,,178,8835,0.012
Thailand,THA,2/4/2021,231882,189666,42216,,27240,14813,0.32,0.26,0.06,,207,10724,0.015
Thailand,THA,3/4/2021,244254,201864,42390,,12372,14713,0.34,0.28,0.06,,205,11152,0.016
Thailand,THA,4/4/2021,257484,213948,43536,,13230,14736,0.36,0.3,0.06,,206,11563,0.016
Thailand,THA,5/4/2021,294881,247850,47031,,37397,18211,0.41,0.35,0.07,,254,15092,0.021
Thailand,THA,6/4/2021,323989,274354,49635,,29108,20502,0.45,0.38,0.07,,286,17563,0.024
Thailand,THA,7/4/2021,391752,336808,54944,,67763,28456,0.55,0.47,0.08,,397,25355,0.035
Thailand,THA,8/4/2021,466374,405911,60463,,74622,37390,0.65,0.57,0.08,,522,34097,0.048
Thailand,THA,9/4/2021,537380,470301,67079,,71006,43643,0.75,0.66,0.09,,609,40091,0.056
Thailand,THA,10/4/2021,555396,485957,69439,,18016,44449,0.77,0.68,0.1,,620,40585,0.057
Thailand,THA,11/4/2021,570052,498791,71261,,14656,44653,0.8,0.7,0.1,,623,40692,0.057
Thailand,THA,12/4/2021,578532,505215,73317,,8480,40522,0.81,0.7,0.1,,565,36766,0.051
Thailand,THA,13/4/2021,579305,505744,73561,,773,36474,0.81,0.71,0.1,,509,33056,0.046
Thailand,THA,14/4/2021,,,,,,27274,,,,,380,24470,0.034
Thailand,THA,15/4/2021,586032,510456,75576,,,17094,0.82,0.71,0.11,,238,14935,0.021
Thailand,THA,16/4/2021,605259,523830,81429,,19227,9697,0.84,0.73,0.11,,135,7647,0.011
Thailand,THA,17/4/2021,608521,526706,81815,,3262,7589,0.85,0.73,0.11,,106,5821,0.008
Thailand,THA,18/4/2021,618583,535925,82658,,10062,6933,0.86,0.75,0.12,,97,5305,0.007
Thailand,THA,19/4/2021,666210,571825,94385,,47627,12525,0.93,0.8,0.13,,175,9516,0.013
Thailand,THA,20/4/2021,712610,604947,107663,,46400,19044,0.99,0.84,0.15,,266,14172,0.02
Thailand,THA,21/4/2021,864840,746617,118223,,152230,40310,1.21,1.04,0.16,,562,34074,0.048
Thailand,THA,22/4/2021,964825,834082,130743,,99985,54113,1.35,1.16,0.18,,755,46232,0.064
Thailand,THA,23/4/2021,1095445,934449,160996,,130620,70027,1.53,1.3,0.22,,977,58660,0.082
Thailand,THA,24/4/2021,1124153,949124,175029,,28708,73662,1.57,1.32,0.24,,1027,60345,0.084
Thailand,THA,25/4/2021,1149666,972204,177462,,25513,75869,1.6,1.36,0.25,,1058,62326,0.087
Thailand,THA,26/4/2021,1227032,1012388,214644,,77366,80117,1.71,1.41,0.3,,1117,62938,0.088
Thailand,THA,27/4/2021,1279713,1038960,240753,,52681,81015,1.78,1.45,0.34,,1130,62002,0.086
Thailand,THA,28/4/2021,1344646,1059721,284925,,64933,68544,1.88,1.48,0.4,,956,44729,0.062
Thailand,THA,29/4/2021,1411614,1075756,335858,,66968,63827,1.97,1.5,0.47,,890,34525,0.048
Thailand,THA,30/4/2021,1477078,1095230,381848,,65464,54519,2.06,1.53,0.53,,760,22969,0.032
Thailand,THA,1/5/2021,1484565,1097862,386703,,7487,51487,2.07,1.53,0.54,,718,21248,0.03
Thailand,THA,2/5/2021,1486907,1099460,387447,,2342,48177,2.07,1.53,0.54,,672,18179,0.025
Thailand,THA,3/5/2021,1498617,1106071,392546,,11710,38798,2.09,1.54,0.55,,541,13383,0.019
Thailand,THA,4/5/2021,1573075,1150564,422511,,74458,41909,2.19,1.6,0.59,,585,15943,0.022
Thailand,THA,5/5/2021,1601833,1167719,434114,,28758,36741,2.23,1.63,0.61,,512,15428,0.022
Thailand,THA,6/5/2021,1651782,1201258,450524,,49949,34310,2.3,1.68,0.63,,479,17929,0.025
Thailand,THA,7/5/2021,1730488,1262703,467785,,78706,36201,2.41,1.76,0.65,,505,23925,0.033
Thailand,THA,8/5/2021,1743720,1273666,470054,,13232,37022,2.43,1.78,0.66,,516,25115,0.035
Thailand,THA,9/5/2021,1809894,1296440,513454,,66174,46141,2.52,1.81,0.72,,644,28140,0.039
Thailand,THA,10/5/2021,1898454,1365992,532462,,88560,57120,2.65,1.91,0.74,,797,37132,0.052
Thailand,THA,11/5/2021,1935565,1372013,563552,,37111,51784,2.7,1.91,0.79,,722,31636,0.044
Thailand,THA,12/5/2021,2040363,1395130,645233,,104798,62647,2.85,1.95,0.9,,874,32487,0.045
Thailand,THA,13/5/2021,2124732,1416732,708300,,84369,67564,2.96,1.98,0.99,,942,30782,0.043
Thailand,THA,14/5/2021,,,,,,62967,,,,,878,25146,0.035
Thailand,THA,15/5/2021,,,,,,67723,,,,,945,26721,0.037
Thailand,THA,16/5/2021,2264308,1482702,781606,,,64916,3.16,2.07,1.09,,905,26609,0.037
Thailand,THA,17/5/2021,2340995,1521034,819961,,76687,63220,3.27,2.12,1.14,,882,22149,0.031
Thailand,THA,18/5/2021,2445645,1585773,859872,,104650,72869,3.41,2.21,1.2,,1016,30537,0.043
Thailand,THA,19/5/2021,2540116,1647871,892245,,94471,71393,3.54,2.3,1.24,,996,36106,0.05
Thailand,THA,20/5/2021,2648256,1726431,921825,,108140,74789,3.69,2.41,1.29,,1043,44243,0.062
Thailand,THA,21/5/2021,2811549,1849393,962156,,163293,91470,3.92,2.58,1.34,,1276,58667,0.082
Thailand,THA,22/5/2021,2865091,1898332,966759,,53542,92473,4,2.65,1.35,,1290,62517,0.087
Thailand,THA,23/5/2021,2910664,1941565,969099,,45573,92337,4.06,2.71,1.35,,1288,65552,0.091
Thailand,THA,24/5/2021,3024313,2044123,980190,,113649,97617,4.22,2.85,1.37,,1362,74727,0.104
Thailand,THA,25/5/2021,3147227,2157609,989618,,122914,100226,4.39,3.01,1.38,,1398,81691,0.114
Thailand,THA,26/5/2021,3208882,2214721,994161,,61655,95538,4.48,3.09,1.39,,1333,80979,0.113
Thailand,THA,27/5/2021,3347050,2319304,1027746,,138168,99828,4.67,3.23,1.43,,1392,84696,0.118
Thailand,THA,28/5/2021,3504125,2415903,1088222,,157075,98939,4.89,3.37,1.52,,1380,80930,0.113
Thailand,THA,29/5/2021,3548330,2453807,1094523,,44205,97606,4.95,3.42,1.53,,1361,79354,0.111
Thailand,THA,30/5/2021,3609882,2498929,1110953,,61552,99888,5.03,3.49,1.55,,1393,79623,0.111
Thailand,THA,31/5/2021,3664859,2539491,1125368,,54977,91507,5.11,3.54,1.57,,1276,70767,0.099
Thailand,THA,1/6/2021,3753718,2591372,1162346,,88859,86642,5.24,3.61,1.62,,1208,61966,0.086
Thailand,THA,2/6/2021,,,,,,92682,,,,,1293,63549,0.089
Thailand,THA,3/6/2021,3961589,2727759,1233830,,,87791,5.53,3.8,1.72,,1224,58351,0.081
Thailand,THA,4/6/2021,4142944,2818676,1324268,,181355,91260,5.78,3.93,1.85,,1273,57539,0.08
Thailand,THA,5/6/2021,4190503,2845287,1345216,,47559,91739,5.84,3.97,1.88,,1280,55926,0.078
Thailand,THA,6/6/2021,4218094,2855041,1363053,,27591,86887,5.88,3.98,1.9,,1212,50873,0.071
Thailand,THA,7/6/2021,4634941,3243913,1391028,,416847,138583,6.46,4.52,1.94,,1933,100632,0.14
Thailand,THA,8/6/2021,5107069,3672372,1434697,,472128,193336,7.12,5.12,2,,2697,154429,0.215
Thailand,THA,9/6/2021,5443743,3966091,1477652,,336674,226584,7.59,5.53,2.06,,3160,186646,0.26
Thailand,THA,10/6/2021,5667058,4143444,1523614,,223315,243638,7.9,5.78,2.13,,3398,202241,0.282
Thailand,THA,11/6/2021,5975070,4362685,1612835,,308012,261732,8.33,6.08,2.25,,3651,220573,0.308
Thailand,THA,12/6/2021,6081242,4456786,1624456,,106172,270106,8.48,6.22,2.27,,3767,230214,0.321
Thailand,THA,13/6/2021,6188124,4531914,1656210,,106882,281433,8.63,6.32,2.31,,3925,239553,0.334
Thailand,THA,14/6/2021,6511184,4762063,1749121,,323060,268035,9.08,6.64,2.44,,3738,216879,0.302
Thailand,THA,15/6/2021,6780816,4948227,1832589,,269632,239107,9.46,6.9,2.56,,3335,182265,0.254
Thailand,THA,16/6/2021,7003783,5114755,1889028,,222967,222863,9.77,7.13,2.63,,3108,164095,0.229
Thailand,THA,17/6/2021,7219668,5252531,1967137,,215885,221801,10.07,7.33,2.74,,3094,158441,0.221
